Name,Arcs,Date,Events,Order,Part,Product,Solutions,Status,📁 Characters,📁 Location
The heroes prepare for the ball,,,,70,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv)",
James and Adelle at the ball,,,,80,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
James escorts Ivy,,,,90,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle finds the crown again,,,,100,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Ivy rebels against her mother,,,,110,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
James finds the inn burning,,,,120,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
The Doctor and Mr. Mosspuddle,,,,130,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
The Raven finds James and Ivy,,,,140,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv)",
Adelle enters the Doctor’s fortress,,,,150,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
Ivy guides James to the portal,,,,160,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Ivy (Data/Characters/Ivy%202bb58e628ba2803e9c34f91dccc81930.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
James and the Raven enter the fortress,,,,170,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
Adelle negotiates with the Doctor,,,,180,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
James searches the fortress,,,,190,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv)",
The heroes stranded,,,,200,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv)",
Deadwick and the Doctor discuss Adelle,,,,210,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
James corners the Doctor,,,,220,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
Deadwick bumps into Adelle,,,,230,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
James destroys the zombie machine,,,,240,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Adelle in the attic,,,,250,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Tralvorkemen and the Raven,,,,260,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv)",
The Lady Mediev enters the fortress,,,,270,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv)",
The villains lead Adelle to the tower,,,,280,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv)",
Damond tempts Adelle to destroy the book,,,,290,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv), George (Data/Characters/George%20e22279389f1e493abd308e948d47a2e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
Adelle flees,,,,300,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv), Millamer (Data/Characters/Millamer%20b9feb3f85e784020a074f460918e85b7.csv)",
Adelle reads the book,,,,320,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv),
Tralvorkemen and Damond #4,,,,330,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv)",
James revives beside Adelle,,,,340,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
Tralvorkemen returns,,,,350,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Edward Tralvorkemen (Data/Characters/Edward%20Tralvorkemen%2027b58e628ba2802cac4fdedacf73cf7d.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Jakob Damond (Data/Characters/Jakob%20Damond%202ba58e628ba28058b6d1ce69dae2b62a.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
The heroes escape to the Library,,,,220,Part 4 - The City (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%204%20-%20The%20City%202ba58e628ba28010a75dd7c347eccd05.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv), Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), James (Data/Characters/James%2014f6a0f77a694f4cb18881bb58846c94.csv)",
The heroes help Adelle,,,,310,Part 6 - The Globe (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%206%20-%20The%20Globe%202ba58e628ba28024b646e4fd32e7fc0b.csv),A Child’s Fairytale World (Data/Products/A%20Child%E2%80%99s%20Fairytale%20World%20c368a02eabb74a47ab322615f2769723.csv),,Yes,"Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv), Samantha (Data/Characters/Samantha%20763765b8b4e341f3b0b51f37f8d7c021.csv), The Raven (Data/Characters/The%20Raven%20a4d41b53da79427c8abb5f57a836dd7f.csv), Mr. Mosspuddle (Data/Characters/Mr%20Mosspuddle%2027e58e628ba28079b3dbea177182d1f9.csv), Adelle (Data/Characters/Adelle%202ff1980fd10b42a7bc0f65b61a2ab3e8.csv)",
Fugue arrives at the Asylum,,,,2050,Part 2 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%202%206d0794431879425dbafe691c2f758825.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,Fugue (Data/Characters/Fugue%20bdd790d4131449d7b9597d755f68e726.csv),The Asylum (Data/Locations/The%20Asylum%2084234f68b64e4530836706622d4bde1b.csv)
Nivana commuting to work,,,,,Part 3 (TWOLD%20Plot/TWOLD%20scenes%20by%20part/Parts%20database/Part%203%2075fd2f24c9834f26bf31117ee6d9f193.csv),TWOLD (Data/Products/TWOLD%20e028aa0786f5449984a4f497c1d746fa.csv),,Yes,Nivana (Data/Characters/Nivana%20a2ee9cd0a28b4945af74fd3022fd97af.csv),The Unmarket (Data/Locations/The%20Unmarket%2018a58e628ba2803eb7adfd06de53141d.csv)
